"Exam Board","Exam Type","Subject","Module","Topic","Sub Topic"
"OCR","GCSE","Science Trilogy, Combined","Physics","Atomic Structure","Atoms and isotopes"
"OCR","GCSE","Science Trilogy, Combined","Physics","Particle Model of Matter","Pressure in gases and liquids"
"OCR","GCSE","Science Trilogy, Combined","Physics","Particle Model of Matter","Internal energy and energy transfers"
"OCR","GCSE","Science Trilogy, Combined","Physics","Particle Model of Matter","States of matter and state changes"
"OCR","GCSE","Science Trilogy, Combined","Physics","Electricity","Domestic uses and safety"
"OCR","GCSE","Science Trilogy, Combined","Physics","Electricity","Series and parallel circuits"
"OCR","GCSE","Science Trilogy, Combined","Physics","Electricity","Current, resistance and potential difference"
"OCR","GCSE","Science Trilogy, Combined","Physics","Electricity","Electric charge and fields"
"OCR","GCSE","Science Trilogy, Combined","Physics","Energy","National and global energy resources"
"OCR","GCSE","Science Trilogy, Combined","Physics","Energy","Energy resources"
"OCR","GCSE","Science Trilogy, Combined","Physics","Energy","Conservation and dissipation of energy"
"OCR","GCSE","Science Trilogy, Combined","Physics","Energy","Energy stores and transfers"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Using Resources","Life cycle assessment and recycling"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Using Resources","The extraction of metals and recycling"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Using Resources","Ceramics, polymers and composites"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Using Resources","Use of metals"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemistry of the Atmosphere","Common atmospheric pollutants and their sources"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemistry of the Atmosphere","Carbon dioxide and methane as greenhouse gases"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemistry of the Atmosphere","The Earth's early atmosphere"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemistry of the Atmosphere","The proportions of different gases in the atmosphere"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemical Analysis","Identification of common gases"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemical Analysis","Chromatography"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemical Analysis","Purity and separating mixtures"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Organic Chemistry","Polymers"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Organic Chemistry","Esters"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Organic Chemistry","Carboxylic acids"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Organic Chemistry","Alcohols"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Organic Chemistry","Alkenes"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Organic Chemistry","Alkanes"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Organic Chemistry","Introduction to organic chemistry"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","The Rate and Extent of Chemical Change","Reversible reactions and dynamic equilibrium"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","The Rate and Extent of Chemical Change","Catalysts"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","The Rate and Extent of Chemical Change","Factors affecting reaction rate"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","The Rate and Extent of Chemical Change","Collision theory and reaction rates"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Energy Changes","The energy change of reactions"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Energy Changes","Reaction profiles"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Energy Changes","Exothermic and endothermic reactions"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemical Changes","Extracting metals and equilibria"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemical Changes","Electrolysis"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemical Changes","Reactions of acids"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Chemical Changes","Reactivity of metals"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Quantitative Chemistry","Concentration of solutions"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Quantitative Chemistry","Limiting reactants"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Quantitative Chemistry","Using moles to balance equations"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Quantitative Chemistry","Amounts of substances in equations"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Quantitative Chemistry","Moles"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Quantitative Chemistry","Relative formula mass"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Quantitative Chemistry","Chemical measurements and calculations"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","Diamond, graphite, graphene and fullerenes"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","The properties of metals and alloys"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","The properties of polymers"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","The properties of small molecules"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","The properties of ionic compounds"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","State symbols"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","The three states of matter"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","Metallic bonding"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","Covalent bonding"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","Ionic bonding"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Bonding, Structure, and the Properties of Matter","Chemical bonds"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Group 7"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Group 1"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Group 0"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Metals and non-metals"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Development of the periodic table"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","The periodic table"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Relative atomic mass"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Chemical symbols and formulae"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","Atoms, elements and compounds"
"OCR","GCSE","Science Trilogy, Combined","Chemistry","Atomic Structure and the Periodic Table","A simple model of the atom"
"OCR","GCSE","Science Trilogy, Combined","Biology","Ecology","Biological responses to global changes"
"OCR","GCSE","Science Trilogy, Combined","Biology","Ecology","Pollution"
"OCR","GCSE","Science Trilogy, Combined","Biology","Ecology","Cycles"
"OCR","GCSE","Science Trilogy, Combined","Biology","Ecology","Biodiversity"
"OCR","GCSE","Science Trilogy, Combined","Biology","Ecology","Interdependence and competition"
"OCR","GCSE","Science Trilogy, Combined","Biology","Ecology","Adaptations"
"OCR","GCSE","Science Trilogy, Combined","Biology","Ecology","Levels of organisation"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Genetic engineering"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Selective breeding"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Speciation"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Evolution by natural selection"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Variation"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Inheritance of sex"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Genetic inheritance"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","DNA and the genome"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Meiosis"
"OCR","GCSE","Science Trilogy, Combined","Biology","Inheritance, Variation and Evolution","Sexual and asexual reproduction"
"OCR","GCSE","Science Trilogy, Combined","Biology","Homeostasis and Response","Water potential and osmosis in plants"
"OCR","GCSE","Science Trilogy, Combined","Biology","Homeostasis and Response","Control of blood glucose concentration"
"OCR","GCSE","Science Trilogy, Combined","Biology","Homeostasis and Response","Control of body temperature"
"OCR","GCSE","Science Trilogy, Combined","Biology","Homeostasis and Response","Homeostasis"
"OCR","GCSE","Science Trilogy, Combined","Biology","Homeostasis and Response","The human endocrine system"
"OCR","GCSE","Science Trilogy, Combined","Biology","Homeostasis and Response","The human nervous system"
"OCR","GCSE","Science Trilogy, Combined","Biology","Bioenergetics","Respiration"
"OCR","GCSE","Science Trilogy, Combined","Biology","Bioenergetics","Photosynthesis"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Antibiotics and painkillers"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Vaccination"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Human defence systems"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Protist diseases"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Fungal diseases"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Bacterial diseases"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Viral diseases"
"OCR","GCSE","Science Trilogy, Combined","Biology","Infection and Response","Communicable diseases"
"OCR","GCSE","Science Trilogy, Combined","Biology","Organisation","Plant tissues and organs"
"OCR","GCSE","Science Trilogy, Combined","Biology","Organisation","The skeletal and muscular systems"
"OCR","GCSE","Science Trilogy, Combined","Biology","Organisation","The respiratory system"
"OCR","GCSE","Science Trilogy, Combined","Biology","Organisation","The circulatory system"
"OCR","GCSE","Science Trilogy, Combined","Biology","Organisation","The digestive system"
"OCR","GCSE","Science Trilogy, Combined","Biology","Organisation","Principles of organisation"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Active transport"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Osmosis"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Diffusion"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Cell membranes"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Cell structure"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Cell magnification and calculation of cell size"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Cell differentiation"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Cell specialization"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Animal and plant cells"
"OCR","GCSE","Science Trilogy, Combined","Biology","Cell Biology","Eukaryotic and prokaryotic cells"
"AQA","A-LEVEL","Music (A-Level)","Composition","Composition 2: Composition to a Brief","Demonstrating creativity and imagination in responding to the brief"
"AQA","A-LEVEL","Music (A-Level)","Composition","Composition 2: Composition to a Brief","Demonstrating technical control of compositional techniques in response to the brief"
"AQA","A-LEVEL","Music (A-Level)","Composition","Composition 2: Composition to a Brief","Composing a piece in response to a brief"
"AQA","A-LEVEL","Music (A-Level)","Composition","Composition 1: Musical Elements and Techniques","Demonstrating technical control of compositional techniques"
"AQA","A-LEVEL","Music (A-Level)","Composition","Composition 1: Musical Elements and Techniques","Using chords, tonality, melody, rhythm, texture, timbre and dynamics effectively"
"AQA","A-LEVEL","Music (A-Level)","Performance","Ensemble Performance","Demonstrating expressive control and interpretation within the ensemble"
"AQA","A-LEVEL","Music (A-Level)","Performance","Ensemble Performance","Demonstrating technical control of the instrument/voice within the ensemble"
"AQA","A-LEVEL","Music (A-Level)","Performance","Ensemble Performance","Performing as part of an ensemble"
"AQA","A-LEVEL","Music (A-Level)","Performance","Solo Performance","Demonstrating expressive control and interpretation"
"AQA","A-LEVEL","Music (A-Level)","Performance","Solo Performance","Demonstrating technical control of the instrument/voice"
"AQA","A-LEVEL","Music (A-Level)","Performance","Solo Performance","Performing pieces in a variety of styles"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Contextual Understanding","The significance of the music in its original context"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Contextual Understanding","Connections between the music studied and the wider context"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Contextual Understanding","The effect of audience, time and place on the composer's use of musical elements"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Contextual Understanding","The effect of purpose and intention on the composer's use of musical elements"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Dynamics"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Timbre"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Texture"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Rhythm and metre"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Melodic development"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Scales and keys"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Modulation"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Cadences"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Musical Language","Chords and chord progressions"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Listening and Analysing","Relating music to its context"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Listening and Analysing","Identifying musical elements, devices and structures"
"AQA","A-LEVEL","Music (A-Level)","Appraising Music","Listening and Analysing","Listening and responding to unfamiliar music"
"AQA","A-LEVEL","Media Studies (A-Level)","Non-exam assessment","Non-exam assessment","Evaluation"
"AQA","A-LEVEL","Media Studies (A-Level)","Non-exam assessment","Non-exam assessment","Production skills and techniques"
"AQA","A-LEVEL","Media Studies (A-Level)","Non-exam assessment","Non-exam assessment","Research and planning"
"AQA","A-LEVEL","Media Studies (A-Level)","Non-exam assessment","Non-exam assessment","Individual media production"
"AQA","A-LEVEL","Media Studies (A-Level)","Media audiences","Media audiences","Technological change and audience behaviour"
"AQA","A-LEVEL","Media Studies (A-Level)","Media audiences","Media audiences","Audience interpretation and response"
"AQA","A-LEVEL","Media Studies (A-Level)","Media audiences","Media audiences","Audience categorisation and targeting"
"AQA","A-LEVEL","Media Studies (A-Level)","Media audiences","Media audiences","Audience consumption and response"
"AQA","A-LEVEL","Media Studies (A-Level)","Media industries","Media industries","Technological change"
"AQA","A-LEVEL","Media Studies (A-Level)","Media industries","Media industries","Vertical and horizontal integration"
"AQA","A-LEVEL","Media Studies (A-Level)","Media industries","Media industries","Specialisation, convergence and globalization"
"AQA","A-LEVEL","Media Studies (A-Level)","Media industries","Media industries","Regulation"
"AQA","A-LEVEL","Media Studies (A-Level)","Media industries","Media industries","Ownership and control"
"AQA","A-LEVEL","Media Studies (A-Level)","Media representation","Media representation","Representations of age, gender, race, social class, sexuality and disability"
"AQA","A-LEVEL","Media Studies (A-Level)","Media representation","Media representation","Stereotyping, social and cultural identity, and diversity"
"AQA","A-LEVEL","Media Studies (A-Level)","Media representation","Media representation","Processes of selection, construction, mediation and shaping of representations"
"AQA","A-LEVEL","Media Studies (A-Level)","Media language","Media language","Audio codes"
"AQA","A-LEVEL","Media Studies (A-Level)","Media language","Media language","Technical codes"
"AQA","A-LEVEL","Media Studies (A-Level)","Media language","Media language","Visual codes"
"AQA","A-LEVEL","Media Studies (A-Level)","Media language","Media language","Narrative techniques and conventions"
"AQA","A-LEVEL","Media Studies (A-Level)","Media language","Media language","Genre conventions and their subversion"
"AQA","A-LEVEL","Media Studies (A-Level)","Media language","Media language","Myth and ideology"
"AQA","A-LEVEL","Media Studies (A-Level)","Media language","Media language","Denotation and connotation"
"AQA","A-LEVEL","Media Studies (A-Level)","Extended response and synopticity","Extended response questions","Making connections between the theoretical framework and close study products"
"AQA","A-LEVEL","Media Studies (A-Level)","Extended response and synopticity","Extended response questions","Critical analysis and evaluation of media products"
"AQA","A-LEVEL","Media Studies (A-Level)","Extended response and synopticity","Extended response questions","Applying knowledge and understanding of the theoretical framework of media"
"AQA","A-LEVEL","Media Studies (A-Level)","Contexts of the media","Media contexts","Technological contexts"
"AQA","A-LEVEL","Media Studies (A-Level)","Contexts of the media","Media contexts","Political and economic contexts"
"AQA","A-LEVEL","Media Studies (A-Level)","Contexts of the media","Media contexts","Historical contexts"
"AQA","A-LEVEL","Media Studies (A-Level)","Contexts of the media","Media contexts","Social and cultural contexts"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Online, social and participatory media","Media industries, ownership, production processes, distribution, marketing and regulation"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Online, social and participatory media","Relevant media language and conventions"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Online, social and participatory media","Audience address and consumption"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Online, social and participatory media","Representation of people, events, issues and ideas"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Online, social and participatory media","Zoella's YouTube channel and The Guardian website"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Music videos","Media industries, ownership, production processes, distribution, marketing and regulation"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Music videos","Relevant media language and conventions"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Music videos","Audience address and consumption"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Music videos","Representation of people, events, issues and ideas"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Music videos","Kenzo World (Kenzo) and Bad Guy (Billie Eilish) music videos"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Advertising and marketing","Media industries, ownership, production processes, distribution, marketing and regulation"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Advertising and marketing","Relevant media language and conventions"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Advertising and marketing","Audience address and consumption"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Advertising and marketing","Representation of people, events, issues and ideas"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Advertising and marketing","Tide print advertisement and This Girl Can online campaign"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Magazines","Media industries, ownership, production processes, distribution, marketing and regulation"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Magazines","Relevant media language and conventions"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Magazines","Audience address and consumption"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Magazines","Representation of people, events, issues and ideas"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Magazines","The Big Issue (social and political) and GQ (lifestyle) magazines"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Newspapers","Media industries, ownership, production processes, distribution, marketing and regulation"
"OCR","GCSE","English Literature","Literature","Unseen texts","Comparison of unseen texts"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Newspapers","Relevant media language and conventions"
"OCR","GCSE","English Literature","Literature","Unseen texts","Analysis of language, structure and themes in unseen literary extracts"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Newspapers","Audience address and consumption"
"OCR","GCSE","English Literature","Literature","Prose","Social, historical and cultural contexts"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Newspapers","Representation of people, events, issues and ideas"
"AQA","A-LEVEL","Media Studies (A-Level)","Close study products (CSPs)","Newspapers","The Guardian (quality) and The Sun (tabloid) newspapers"
"OCR","GCSE","English Literature","Literature","Prose","Language, themes and meanings"
"OCR","GCSE","English Literature","Literature","Prose","Narrative techniques (e.g. structure, viewpoint, characterization)"
"OCR","GCSE","English Literature","Literature","Poetry","Social, historical and cultural contexts"
"OCR","GCSE","English Literature","Literature","Poetry","Comparison of poems"
"OCR","GCSE","English Literature","Literature","Poetry","Language, themes and meanings"
"OCR","GCSE","English Literature","Literature","Poetry","Poetic techniques (e.g. rhyme, rhythm, meter, stanza, imagery)"
"OCR","GCSE","English Literature","Literature","Drama","Social, historical and cultural contexts"
"OCR","GCSE","English Literature","Literature","Drama","Characters and their relationships"
"OCR","GCSE","English Literature","Literature","Drama","Language, imagery and themes"
"OCR","GCSE","English Literature","Literature","Drama","Dramatic techniques (e.g. soliloquy, aside, dramatic irony)"
"OCR","GCSE","English Literature","Literature","Drama","Shakespeare play"
"OCR","GCSE","English Language","Writing","Accuracy and Presentation","Legibility and presentation"
"OCR","GCSE","English Language","Writing","Accuracy and Presentation","Spelling, punctuation, and grammar"
"OCR","GCSE","English Language","Writing","Communicating Perspective and Viewpoint","Synthesis of ideas and viewpoints"
"OCR","GCSE","English Language","Writing","Communicating Perspective and Viewpoint","Rhetorical and stylistic devices"
"OCR","GCSE","English Language","Writing","Communicating Perspective and Viewpoint","Persuasive and argumentative techniques"
"OCR","GCSE","English Language","Writing","Communicating Information and Ideas","Effective use of vocabulary and grammar"
"OCR","GCSE","English Language","Writing","Communicating Information and Ideas","Coherent and cohesive organisation"
"OCR","GCSE","English Language","Writing","Communicating Information and Ideas","Appropriate register and tone"
"OCR","GCSE","English Language","Reading","Comparing Texts","Similarities and differences in audience and purpose"
"OCR","GCSE","English Language","Reading","Comparing Texts","Similarities and differences in structural features"
"OCR","GCSE","English Language","Reading","Comparing Texts","Similarities and differences in language use"
"OCR","GCSE","English Language","Reading","Comprehension and Evaluation","Textual references and evidence"
"OCR","GCSE","English Language","Reading","Comprehension and Evaluation","Critical analysis and evaluation"
"OCR","GCSE","English Language","Reading","Comprehension and Evaluation","Literal and inferential comprehension"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Material, techniques and processes","Experimental imagery"
"OCR","GCSE","English Language","Language and Structure","Analysing Audience and Purpose","Communicative purpose"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Material, techniques and processes","Still life photography"
"OCR","GCSE","English Language","Language and Structure","Analysing Audience and Purpose","Tone and register"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Material, techniques and processes","Landscape photography"
"OCR","GCSE","English Language","Language and Structure","Analysing Audience and Purpose","Genre and context"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Material, techniques and processes","Portraiture"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Material, techniques and processes","Documentary photography"
"OCR","GCSE","English Language","Language and Structure","Analysing Structure","Presentation and layout"
"OCR","GCSE","English Language","Language and Structure","Analysing Structure","Narrative techniques"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Visual recording and communication","Digital image manipulation"
"OCR","GCSE","English Language","Language and Structure","Analysing Structure","Cohesive devices"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Visual recording and communication","Darkroom techniques"
"OCR","GCSE","English Language","Language and Structure","Analysing Structure","Text organisation"
"AQA","A-LEVEL","Art and Design (A-Level)","Photography","Visual recording and communication","Camera techniques"
"OCR","GCSE","English Language","Language and Structure","Analysing Language","Rhetorical devices"
"OCR","GCSE","English Language","Language and Structure","Analysing Language","Figurative language"
"AQA","A-LEVEL","Art and Design (A-Level)","Three-dimensional design","Material, techniques and processes","Environmental/architectural design"
"OCR","GCSE","English Language","Language and Structure","Analysing Language","Sentence structures"
"OCR","GCSE","English Language","Language and Structure","Analysing Language","Grammatical features"
"OCR","GCSE","English Language","Language and Structure","Analysing Language","Vocabulary and lexis"
"OCR","GCSE","Mathematics","Statistics and probability","Probability","Tree diagrams, Venn diagrams, probability trees"
"OCR","GCSE","Mathematics","Statistics and probability","Probability","Mutually exclusive and independent events"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Interiors"
"OCR","GCSE","Mathematics","Statistics and probability","Probability","Theoretical probability, experimental probability"
"OCR","GCSE","Mathematics","Statistics and probability","Data collection and representation","Frequency tables, bar charts, pie charts, scatter graphs"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Surface pattern"
"OCR","GCSE","Mathematics","Statistics and probability","Data collection and representation","Collecting, organizing and representing data"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Printing"
"OCR","GCSE","Mathematics","Statistics and probability","Data collection and representation","Types of data, sampling methods"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Dyeing"
"OCR","GCSE","Mathematics","Geometry and measures","Mensuration and calculation","Pythagoras' theorem, trigonometry in right-angled triangles"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Appliqué"
"OCR","GCSE","Mathematics","Geometry and measures","Mensuration and calculation","Circles: circumference, area, sectors"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Embroidery"
"OCR","GCSE","Mathematics","Geometry and measures","Mensuration and calculation","Perimeter, area and volume of 2D and 3D shapes"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Felt-making"
"OCR","GCSE","Mathematics","Geometry and measures","Properties of shapes","Transformations: reflections, rotations, translations, enlargements"
"AQA","A-LEVEL","Art and Design (A-Level)","Textile design","Material, techniques and processes","Weaving"
"OCR","GCSE","Mathematics","Geometry and measures","Properties of shapes","Properties of triangles, quadrilaterals and other polygons"
"OCR","GCSE","Mathematics","Geometry and measures","Properties of shapes","Angles, parallel lines, polygons"
"OCR","GCSE","Mathematics","Algebra","Sequences, functions and graphs","Real-life graphs, distance-time graphs, velocity-time graphs"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Multimedia"
"OCR","GCSE","Mathematics","Algebra","Sequences, functions and graphs","Plotting and interpreting linear, quadratic and other graphs"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Signage"
"OCR","GCSE","Mathematics","Algebra","Sequences, functions and graphs","Functions, domain and range"
"OCR","GCSE","Mathematics","Algebra","Sequences, functions and graphs","Finding the nth term of a sequence"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Package design"
"OCR","GCSE","Mathematics","Algebra","Sequences, functions and graphs","Linear, quadratic and other sequences"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Information graphics"
"OCR","GCSE","Mathematics","Algebra","Expressions and equations","Quadratic equations, solving by factorising"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Branding"
"OCR","GCSE","Mathematics","Algebra","Expressions and equations","Simultaneous linear equations"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Advertising"
"OCR","GCSE","Mathematics","Algebra","Expressions and equations","Forming and solving linear equations"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Illustration"
"OCR","GCSE","Mathematics","Algebra","Expressions and equations","Expanding and factorising expressions"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Layout"
"OCR","GCSE","Mathematics","Algebra","Expressions and equations","Algebraic expressions, simplifying expressions"
"AQA","A-LEVEL","Art and Design (A-Level)","Graphic communication","Material, techniques and processes","Typography"
"OCR","GCSE","Mathematics","Number","Ratio and proportion","Scale factors, map scales, currency conversion"
